department,education,gender,recruitment_channel,age,performance,is_promoted
Legal,Bachelor,m,other,34,Good,No
Finance,PHD,m,sourcing,25,Good,No
Analytics,Bachelor,m,other,29,Good,No
Sales & Marketing,Bachelor,m,other,26,Good,No
Finance,Bachelor,m,sourcing,23,Good,No
Sales & Marketing,Bachelor,f,other,27,Good,No
Operations,Bachelor,m,other,30,Good,No
Operations,Master,m,sourcing,39,Good,No
Technology,Master,m,other,31,Good,No
Sales & Marketing,Bachelor,m,other,41,Good,No
HR,Master,m,other,49,Good,No
Technology,Master,m,other,37,Good,No
HR,Master,f,other,42,Good,No
Sales & Marketing,Bachelor,m,sourcing,26,Good,No
Analytics,Bachelor,m,other,29,Good,No
Operations,Bachelor,m,other,29,Good,No
Sales & Marketing,Bachelor,m,sourcing,38,Good,No
Operations,Bachelor,m,sourcing,24,Good,No
Sales & Marketing,Bachelor,m,sourcing,31,Good,No
Technology,Bachelor,f,other,52,Good,No
Operations,Master,m,other,33,Good,No
Analytics,Bachelor,m,sourcing,28,Good,Yes
Technology,Bachelor,m,other,41,Good,No
Operations,Bachelor,m,sourcing,25,Good,No
Analytics,Bachelor,m,sourcing,29,Good,No
Analytics,Bachelor,m,sourcing,43,Good,No
Analytics,Bachelor,m,other,42,Good,No
Operations,Bachelor,m,other,29,Good,No
Procurement,Bachelor,f,sourcing,27,Good,No
Sales & Marketing,Bachelor,m,other,29,Good,No
Finance,PHD,m,sourcing,23,Good,No
Analytics,Bachelor,m,other,26,Good,No
Procurement,Master,m,other,41,Good,No
Procurement,Bachelor,f,sourcing,32,Good,No
Sales & Marketing,Bachelor,m,sourcing,28,Good,No
Sales & Marketing,Master,m,sourcing,45,Good,No
Operations,Bachelor,m,other,41,Good,No
Sales & Marketing,Bachelor,m,other,26,Good,No
Technology,PHD,f,sourcing,55,Good,No
Operations,Master,m,other,35,Good,No
Sales & Marketing,Bachelor,m,referred,27,Good,No
Technology,Master,m,sourcing,42,Good,No
Finance,Master,f,other,34,Good,No
Sales & Marketing,Master,m,sourcing,40,Good,No
Operations,Master,m,sourcing,34,Good,Yes
Sales & Marketing,Master,f,other,36,Good,No
Sales & Marketing,Bachelor,m,other,38,Good,No
Sales & Marketing,Master,m,other,34,Good,No
Technology,Bachelor,f,other,29,Good,No
Operations,Master,f,sourcing,43,Good,No
Sales & Marketing,Bachelor,m,other,41,Good,No
Technology,Bachelor,m,sourcing,29,Good,No
Sales & Marketing,Bachelor,m,other,32,Good,No
Technology,Bachelor,m,other,31,Good,No
Analytics,Bachelor,m,other,26,Good,No
Operations,Master,f,sourcing,35,Good,No
Sales & Marketing,Bachelor,f,other,30,Good,No
R&D,Bachelor,m,other,36,Good,No
Operations,Bachelor,m,other,33,Good,No
Legal,Bachelor,m,sourcing,47,Good,No
Sales & Marketing,Bachelor,m,other,59,Good,No
Finance,Master,m,sourcing,39,Good,No
Sales & Marketing,Master,m,sourcing,36,Good,No
Sales & Marketing,Bachelor,m,other,40,Good,No
HR,Master,f,sourcing,31,Good,No
Sales & Marketing,Bachelor,m,sourcing,53,Good,No
Sales & Marketing,Bachelor,m,sourcing,38,Good,No
Operations,Master,m,sourcing,39,Good,No
Technology,Bachelor,m,referred,29,Good,No
Operations,Bachelor,m,other,26,Good,No
Sales & Marketing,Master,f,other,35,Good,No
Operations,Bachelor,m,sourcing,36,Good,No
Procurement,Bachelor,m,other,36,Good,No
Analytics,Bachelor,m,sourcing,28,Outstanding,No
Sales & Marketing,Bachelor,m,other,37,Good,No
Sales & Marketing,Master,m,other,43,Good,No
Sales & Marketing,Bachelor,m,other,31,Good,No
Finance,Master,m,other,42,Good,No
Sales & Marketing,Bachelor,m,other,33,Good,No
Sales & Marketing,Bachelor,m,other,36,Good,No
Procurement,Bachelor,f,other,37,Good,No
HR,Bachelor,m,other,25,Good,No
Procurement,Bachelor,f,other,28,Good,Yes
Sales & Marketing,Bachelor,m,sourcing,33,Good,No
Operations,Master,f,other,39,Good,No
Sales & Marketing,PHD,m,other,24,Good,No
Analytics,Master,m,other,44,Good,No
Operations,Bachelor,m,other,35,Good,No
Analytics,Bachelor,m,sourcing,36,Good,No
Operations,Bachelor,m,sourcing,34,Good,No
Technology,Bachelor,m,sourcing,23,Good,No
Technology,Master,m,sourcing,35,Good,No
Sales & Marketing,Bachelor,m,sourcing,34,Good,No
Sales & Marketing,Master,m,sourcing,34,Good,No
Sales & Marketing,Bachelor,m,other,30,Good,No
Operations,Bachelor,m,sourcing,26,Good,Yes
Operations,Bachelor,m,sourcing,38,Good,No
Sales & Marketing,PHD,m,other,25,Good,No
Operations,Bachelor,m,other,29,Good,No
R&D,Bachelor,m,sourcing,29,Good,No
Operations,Master,m,sourcing,45,Good,No
Operations,Master,m,sourcing,47,Good,No
Operations,Bachelor,m,other,30,Good,No
Sales & Marketing,Bachelor,f,sourcing,27,Good,No
Operations,Master,f,other,32,Good,No
Sales & Marketing,Master,m,sourcing,40,Good,No
Sales & Marketing,Bachelor,m,other,26,Good,No
Sales & Marketing,Bachelor,m,other,31,Good,No
Sales & Marketing,PHD,m,sourcing,23,Good,No
Procurement,Bachelor,f,other,35,Good,No
Finance,Bachelor,m,other,25,Good,No
Analytics,PHD,m,sourcing,25,Good,No
Sales & Marketing,Master,f,other,32,Outstanding,No
Sales & Marketing,Bachelor,f,other,60,Good,No
Sales & Marketing,Master,m,other,37,Good,No
Sales & Marketing,Bachelor,m,other,36,Good,No
Operations,Master,m,other,37,Good,No
Analytics,Master,m,sourcing,36,Good,No
Sales & Marketing,Bachelor,m,other,29,Good,No
Operations,Master,f,sourcing,48,Good,No
Analytics,Bachelor,m,sourcing,27,Good,No
Operations,Master,f,other,34,Good,No
Finance,Bachelor,f,other,28,Good,No
Sales & Marketing,Bachelor,m,other,32,Good,No
Technology,Bachelor,f,referred,29,Good,No
R&D,Master,m,sourcing,30,Good,No
Operations,Bachelor,f,other,37,Good,No
Procurement,Bachelor,f,sourcing,29,Good,No
HR,Bachelor,m,sourcing,34,Good,No
Procurement,Bachelor,m,sourcing,46,Good,No
Sales & Marketing,Bachelor,f,other,34,Good,No
Sales & Marketing,Bachelor,m,other,31,Good,No
Procurement,Bachelor,m,sourcing,28,Good,No
Sales & Marketing,Master,m,sourcing,39,Good,No
Sales & Marketing,Bachelor,m,other,42,Good,No
HR,Master,f,other,33,Good,No
Analytics,Bachelor,m,sourcing,52,Good,No
Operations,Bachelor,f,other,48,Good,No
Sales & Marketing,Bachelor,m,sourcing,30,Good,No
Technology,Bachelor,m,other,27,Good,Yes
Analytics,Bachelor,m,other,30,Good,Yes
Analytics,Bachelor,m,other,31,Good,No
Legal,Bachelor,m,sourcing,27,Good,Yes
Finance,Bachelor,m,other,29,Good,No
Operations,Bachelor,f,sourcing,31,Good,No
HR,Master,m,other,33,Good,No
Sales & Marketing,Bachelor,m,other,41,Good,No
Procurement,Bachelor,m,sourcing,35,Good,No
Analytics,Bachelor,m,sourcing,26,Outstanding,Yes
Analytics,Bachelor,m,sourcing,29,Good,No
Sales & Marketing,Bachelor,f,other,24,Good,No
Technology,Bachelor,f,sourcing,28,Good,No
Technology,Master,m,other,49,Good,No
Sales & Marketing,PHD,m,other,39,Good,No
Sales & Marketing,Bachelor,m,sourcing,26,Good,No
Operations,Bachelor,f,other,42,Good,No
Operations,Bachelor,m,other,29,Good,No
Analytics,Bachelor,m,other,28,Good,No
Sales & Marketing,Bachelor,m,other,39,Good,No
Finance,Bachelor,f,sourcing,29,Good,No
Sales & Marketing,Bachelor,m,other,30,Good,No
Technology,Master,f,other,38,Outstanding,No
HR,Master,m,other,37,Good,No
Operations,Bachelor,m,other,25,Good,No
Technology,Bachelor,m,other,42,Good,No
Technology,Bachelor,f,other,28,Good,No
Operations,Bachelor,m,other,30,Good,No
Operations,Bachelor,f,other,31,Good,No
Technology,Bachelor,m,sourcing,30,Good,No
Technology,Bachelor,f,other,24,Good,No
Procurement,PHD,f,sourcing,41,Good,No
Technology,Master,m,referred,47,Good,No
Legal,Bachelor,m,sourcing,31,Good,No
Finance,Bachelor,f,sourcing,31,Good,No
Operations,Master,f,sourcing,32,Good,No
Technology,Master,m,sourcing,32,Good,No
Operations,Bachelor,f,sourcing,34,Good,No
Operations,Master,f,other,31,Good,No
Sales & Marketing,PHD,m,sourcing,30,Good,No
Technology,Bachelor,f,sourcing,32,Good,No
Procurement,Master,m,sourcing,52,Good,No
Finance,Bachelor,m,other,26,Good,No
Procurement,Master,m,other,31,Good,No
Operations,Master,m,other,41,Good,No
Operations,Bachelor,m,sourcing,31,Good,No
Analytics,Bachelor,m,other,31,Good,Yes
Sales & Marketing,Bachelor,m,other,37,Good,No
Analytics,Bachelor,m,sourcing,39,Good,No
Sales & Marketing,Bachelor,m,sourcing,30,Good,No
Sales & Marketing,Bachelor,m,other,32,Good,No
Procurement,Bachelor,m,other,31,Good,No
Operations,Bachelor,f,other,31,Good,No
Sales & Marketing,Bachelor,f,other,33,Good,No
Operations,Master,f,other,38,Good,No
Technology,Bachelor,f,referred,24,Good,No
Technology,PHD,f,referred,22,Good,No
Operations,Master,m,other,48,Good,No
Operations,Bachelor,f,sourcing,30,Good,No
Sales & Marketing,Bachelor,m,other,30,Good,No
Sales & Marketing,Bachelor,m,sourcing,28,Good,No
Procurement,Bachelor,f,other,30,Good,No
Sales & Marketing,PHD,m,other,26,Good,No
Analytics,Master,m,sourcing,37,Good,No
Operations,Bachelor,m,other,40,Good,No
Operations,Bachelor,m,other,31,Good,No
Sales & Marketing,Bachelor,f,sourcing,31,Good,No
Sales & Marketing,Bachelor,f,other,32,Good,No
Operations,Bachelor,m,sourcing,30,Outstanding,Yes
Technology,Bachelor,m,other,33,Good,No
Operations,Bachelor,f,other,37,Good,No
Technology,Bachelor,f,other,33,Good,No
Analytics,PHD,m,other,24,Good,No
Finance,PHD,m,other,25,Good,No
Sales & Marketing,Bachelor,m,other,27,Good,No
Sales & Marketing,Bachelor,m,sourcing,31,Good,No
Finance,Master,m,other,35,Good,No
Procurement,Bachelor,f,other,40,Good,No
HR,Master,f,other,36,Good,No
Analytics,Bachelor,f,sourcing,35,Good,No
Sales & Marketing,Master,m,other,48,Good,No
Operations,Master,m,sourcing,39,Good,No
Sales & Marketing,Bachelor,f,other,36,Good,No
Procurement,Master,m,other,58,Good,No
Operations,Bachelor,m,other,44,Good,No
Sales & Marketing,Master,m,sourcing,36,Good,No
Finance,Bachelor,m,sourcing,25,Good,No
Operations,Bachelor,m,other,25,Good,No
Operations,Bachelor,m,other,33,Good,Yes
Operations,Bachelor,f,other,30,Good,No
Operations,Bachelor,m,sourcing,37,Good,No
Sales & Marketing,Bachelor,m,sourcing,31,Good,No
Sales & Marketing,Master,m,other,35,Good,No
Finance,Bachelor,m,sourcing,50,Good,No
Sales & Marketing,Bachelor,m,other,29,Good,No
Sales & Marketing,Bachelor,f,other,31,Good,No
Operations,Bachelor,m,sourcing,27,Good,No
Sales & Marketing,Bachelor,m,other,28,Good,No
Technology,Bachelor,m,sourcing,32,Good,Yes
Procurement,Bachelor,f,sourcing,46,Good,No
Sales & Marketing,Bachelor,m,other,33,Good,No
Sales & Marketing,Bachelor,m,other,27,Good,No
Analytics,Bachelor,m,other,30,Good,No
Sales & Marketing,Bachelor,m,other,33,Good,No
Sales & Marketing,Master,m,other,43,Good,No
Procurement,Bachelor,m,other,57,Good,No
Operations,Bachelor,f,other,35,Good,No
Operations,Bachelor,m,other,38,Good,No
Procurement,Bachelor,m,sourcing,34,Good,No
Analytics,Bachelor,m,other,30,Good,No
Procurement,Bachelor,f,other,33,Good,No
Technology,Bachelor,m,other,30,Good,No
Sales & Marketing,Bachelor,m,other,46,Good,No
Sales & Marketing,Bachelor,m,sourcing,33,Good,No
Analytics,Bachelor,m,sourcing,30,Good,No
HR,PHD,m,other,22,Good,No
Finance,Bachelor,m,other,29,Good,No
Sales & Marketing,Bachelor,m,other,54,Good,No
Sales & Marketing,Bachelor,m,sourcing,26,Good,No
Operations,Bachelor,f,sourcing,44,Good,No
Sales & Marketing,Master,m,sourcing,39,Good,No
Analytics,PHD,m,sourcing,33,Good,No
Operations,Master,f,sourcing,35,Good,Yes
Analytics,Bachelor,m,other,30,Good,No
Sales & Marketing,Bachelor,m,other,27,Good,No
Procurement,Master,m,sourcing,41,Good,No
Procurement,Bachelor,m,sourcing,34,Good,No
Sales & Marketing,PHD,m,sourcing,29,Good,No
Sales & Marketing,Master,f,other,32,Good,No
Sales & Marketing,Bachelor,m,sourcing,32,Good,No
Procurement,Master,m,other,44,Good,No
Sales & Marketing,Bachelor,f,sourcing,27,Good,No
Technology,Master,m,other,49,Good,No
HR,Bachelor,f,sourcing,25,Good,No
Sales & Marketing,PHD,m,other,36,Good,No
Procurement,Bachelor,f,other,32,Good,No
Operations,Master,m,sourcing,32,Good,No
Operations,Bachelor,f,sourcing,37,Good,No
Operations,Bachelor,f,sourcing,30,Good,No
Analytics,Bachelor,m,sourcing,27,Good,No
Procurement,Master,f,sourcing,37,Good,No
Sales & Marketing,Bachelor,m,sourcing,60,Good,No
Analytics,Bachelor,m,sourcing,27,Good,No
Analytics,Bachelor,m,sourcing,30,Good,No
Sales & Marketing,Bachelor,m,sourcing,36,Good,No
Operations,Bachelor,f,other,40,Good,No
Procurement,Bachelor,m,sourcing,31,Good,No
Sales & Marketing,PHD,m,other,23,Good,No
HR,Bachelor,m,other,30,Good,No
Sales & Marketing,PHD,m,other,21,Good,No
Sales & Marketing,Bachelor,f,other,31,Good,No
Analytics,Bachelor,m,other,26,Good,No
Operations,Bachelor,f,other,31,Good,No
Sales & Marketing,Master,m,sourcing,33,Good,No
Operations,Master,m,other,39,Good,No
Sales & Marketing,Bachelor,m,other,32,Good,No
Operations,Master,f,sourcing,35,Good,No
Operations,Bachelor,f,sourcing,34,Good,Yes
Finance,Bachelor,m,other,32,Good,No
Operations,Bachelor,m,sourcing,37,Good,No
Technology,Bachelor,m,sourcing,47,Good,No
Sales & Marketing,Bachelor,m,sourcing,34,Good,No
Analytics,Bachelor,m,referred,30,Good,No
Sales & Marketing,Bachelor,m,sourcing,40,Good,No
Technology,Master,m,sourcing,46,Good,No
Operations,Bachelor,f,sourcing,41,Good,No
Operations,Master,m,sourcing,46,Good,No
Procurement,Master,m,other,37,Good,No
Technology,Master,m,other,50,Good,No
Sales & Marketing,Bachelor,f,other,29,Good,No
Technology,Master,m,sourcing,36,Good,No
Legal,Bachelor,m,other,35,Good,No
Sales & Marketing,Bachelor,m,other,32,Good,No
Procurement,Master,m,sourcing,34,Good,No
Technology,Bachelor,f,sourcing,28,Good,No
Operations,Bachelor,f,sourcing,30,Good,No
Sales & Marketing,Bachelor,m,other,39,Good,No
Analytics,Bachelor,m,other,31,Good,No
Technology,Bachelor,f,referred,36,Good,No
Sales & Marketing,Master,m,other,49,Good,Yes
Sales & Marketing,Master,f,other,37,Good,Yes
Sales & Marketing,Bachelor,m,other,30,Good,No
Technology,Bachelor,m,other,40,Good,No
Operations,Master,f,other,38,Good,No
Finance,Bachelor,m,other,31,Good,No
Operations,Bachelor,f,other,35,Good,No
Operations,Bachelor,m,sourcing,36,Good,No
Analytics,Bachelor,m,sourcing,37,Outstanding,No
Sales & Marketing,Bachelor,m,referred,26,Good,Yes
Sales & Marketing,Master,m,other,36,Good,No
Sales & Marketing,Bachelor,m,sourcing,44,Good,No
Technology,Master,f,other,44,Good,No
Procurement,Bachelor,f,other,29,Good,No
Procurement,Bachelor,f,sourcing,37,Good,No
Sales & Marketing,Bachelor,m,other,43,Good,No
HR,Bachelor,m,sourcing,30,Good,No
Technology,Bachelor,f,sourcing,41,Good,No
Procurement,Master,m,sourcing,54,Good,No
Analytics,Bachelor,m,sourcing,29,Good,No
HR,Bachelor,m,sourcing,26,Good,No
Sales & Marketing,Bachelor,m,other,31,Good,No
HR,Master,f,sourcing,43,Good,No
Operations,Master,f,other,41,Good,No
Procurement,Bachelor,f,other,37,Good,No
Sales & Marketing,Master,m,sourcing,37,Good,No
Finance,Bachelor,m,other,29,Good,No
Operations,Bachelor,f,sourcing,30,Good,No
Procurement,Master,m,other,45,Good,No
Sales & Marketing,Master,m,sourcing,42,Good,No
Sales & Marketing,Bachelor,m,sourcing,28,Good,No
HR,Bachelor,f,sourcing,48,Good,No
Operations,Bachelor,f,sourcing,34,Good,No
Operations,Master,m,other,31,Good,No
Operations,Master,f,sourcing,51,Good,No
Sales & Marketing,Bachelor,m,other,31,Good,No
Finance,Master,m,sourcing,38,Good,No
Sales & Marketing,Master,m,sourcing,33,Good,No
Sales & Marketing,Bachelor,m,sourcing,35,Good,No
HR,Bachelor,f,other,39,Good,No
Operations,Master,f,other,37,Good,No
Finance,Bachelor,m,sourcing,30,Good,No
Operations,Bachelor,m,sourcing,34,Good,No
Sales & Marketing,Bachelor,m,other,46,Good,No
Sales & Marketing,Bachelor,f,other,30,Good,No
Technology,Master,m,sourcing,40,Good,No
Procurement,Bachelor,f,other,34,Good,No
Procurement,Bachelor,f,other,40,Good,No
R&D,Bachelor,m,sourcing,34,Good,No
Sales & Marketing,Bachelor,m,sourcing,35,Good,No
Operations,Master,f,sourcing,36,Good,No
Finance,Master,f,sourcing,54,Good,No
Operations,Bachelor,f,other,35,Good,No
Operations,Bachelor,f,sourcing,32,Good,No
Operations,Bachelor,f,other,27,Good,No
Sales & Marketing,Bachelor,m,sourcing,37,Good,No
Procurement,Master,f,sourcing,33,Good,No
Analytics,Master,m,sourcing,48,Good,No
Technology,Master,m,other,43,Good,No
Sales & Marketing,Bachelor,m,sourcing,33,Good,No
Sales & Marketing,PHD,m,other,33,Good,No
Sales & Marketing,Bachelor,f,sourcing,55,Good,No
Technology,Bachelor,m,other,37,Good,No
Operations,Bachelor,m,other,31,Good,No
Operations,Bachelor,f,other,32,Good,No
Operations,Master,m,other,38,Good,No
Procurement,Master,m,sourcing,41,Good,No
Sales & Marketing,Master,m,other,35,Good,No
Sales & Marketing,Bachelor,m,sourcing,25,Good,No
Finance,Bachelor,m,sourcing,33,Good,No
Operations,Bachelor,f,referred,32,Good,No
HR,Bachelor,m,sourcing,32,Good,No
HR,Bachelor,f,other,31,Good,No
Procurement,Master,m,other,32,Good,No
Sales & Marketing,Bachelor,m,sourcing,25,Good,No
Analytics,Bachelor,m,other,35,Good,No
Technology,Bachelor,f,other,35,Good,No
Technology,Master,m,sourcing,35,Good,No
Operations,Bachelor,m,other,34,Good,No
Sales & Marketing,Bachelor,m,other,40,Good,No
Sales & Marketing,Bachelor,m,other,32,Good,No
Technology,Bachelor,m,other,31,Good,No
Sales & Marketing,Bachelor,f,other,30,Good,No
Operations,PHD,m,sourcing,23,Good,No
Procurement,Bachelor,f,other,31,Good,No
Operations,Master,m,sourcing,42,Good,No
Procurement,Master,m,other,34,Good,No
Sales & Marketing,Bachelor,m,sourcing,34,Good,No
Sales & Marketing,Bachelor,m,sourcing,28,Good,No
Analytics,Bachelor,m,other,31,Good,No
Sales & Marketing,Master,m,other,47,Good,No
Sales & Marketing,Bachelor,m,sourcing,41,Good,No
Sales & Marketing,PHD,m,sourcing,22,Good,Yes
Sales & Marketing,Bachelor,m,other,25,Good,No
Technology,Bachelor,m,sourcing,26,Good,No
Operations,Bachelor,m,other,31,Good,No
Operations,Bachelor,m,other,37,Good,No
Sales & Marketing,Bachelor,m,sourcing,32,Good,No
Sales & Marketing,Master,m,other,31,Good,No
Procurement,Bachelor,m,other,26,Good,No
Technology,Bachelor,m,other,51,Good,No
Operations,Master,m,other,36,Good,No
Procurement,Bachelor,m,sourcing,41,Good,No
Sales & Marketing,Bachelor,m,other,28,Good,No
Operations,Bachelor,f,sourcing,27,Good,No
Finance,Bachelor,m,sourcing,30,Good,No
Technology,Bachelor,f,sourcing,27,Good,No
Sales & Marketing,Bachelor,m,sourcing,34,Good,No
Technology,Bachelor,f,sourcing,45,Good,No
Analytics,Bachelor,f,other,29,Good,No
Technology,Bachelor,m,referred,30,Good,No
Finance,Bachelor,f,other,27,Good,No
Sales & Marketing,Bachelor,m,sourcing,22,Good,No
Analytics,Bachelor,m,sourcing,39,Good,No
Procurement,Bachelor,m,other,28,Good,No
Operations,Bachelor,f,other,33,Good,No
Operations,Master,f,other,34,Good,No
Procurement,Bachelor,f,other,31,Good,No
Analytics,Bachelor,m,other,38,Good,No
Sales & Marketing,Bachelor,f,other,33,Good,No
Sales & Marketing,Bachelor,m,other,37,Good,Yes
Procurement,Master,m,sourcing,40,Good,No
Procurement,Bachelor,m,other,27,Good,No
Finance,Master,m,sourcing,30,Good,No
Operations,Master,f,sourcing,46,Good,Yes
Sales & Marketing,Master,m,other,39,Good,No
Sales & Marketing,Master,m,other,20,Good,No
Procurement,Master,m,other,46,Good,No
Sales & Marketing,Bachelor,f,other,29,Good,No
Operations,Master,f,other,40,Good,No
Sales & Marketing,Master,f,other,34,Good,No
Sales & Marketing,Bachelor,f,other,36,Good,No
Sales & Marketing,Bachelor,m,sourcing,39,Good,No
Sales & Marketing,Bachelor,m,other,29,Good,No
Procurement,Bachelor,f,other,42,Good,No
Operations,Master,m,sourcing,36,Good,No
Operations,Bachelor,f,sourcing,33,Outstanding,No
Sales & Marketing,Bachelor,m,other,20,Good,No
Operations,Bachelor,m,sourcing,32,Good,No
Operations,Bachelor,m,sourcing,48,Good,No
Procurement,Master,m,other,31,Good,No
Technology,Master,m,sourcing,39,Good,No
Analytics,Bachelor,m,other,26,Good,No
Technology,Bachelor,m,other,29,Good,No
Finance,Bachelor,m,other,28,Good,No
HR,Bachelor,m,sourcing,29,Good,No
Sales & Marketing,Bachelor,m,other,37,Good,No
