age,workclass,education,marital.status,occupation,sex,native.country,income
55,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
57,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,India,>50K
55,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
61,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
44,Private,Bachelors,Married-civ-spouse,Transport-moving,Male,United-States,>50K
41,Private,Doctorate,Married-civ-spouse,Exec-managerial,Male,Canada,>50K
43,Private,Bachelors,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
46,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
42,Private,Prof-school,Married-civ-spouse,Sales,Female,South,>50K
37,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Male,United-States,>50K
46,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
46,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
47,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
46,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
55,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
43,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Male,?,>50K
48,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
47,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
44,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Female,United-States,>50K
45,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
43,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
40,Private,Masters,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
50,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
52,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
52,?,Masters,Married-civ-spouse,?,Female,United-States,>50K
40,Private,Prof-school,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
44,Private,Doctorate,Married-civ-spouse,Exec-managerial,Male,Japan,>50K
47,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
58,Self-emp-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
50,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
54,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
43,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
52,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,Canada,>50K
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,United-States,>50K
58,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
45,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Male,United-States,>50K
30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
40,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
55,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
52,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
35,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,United-States,>50K
55,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
50,Private,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Male,United-States,>50K
31,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,Philippines,>50K
53,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
34,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
19,?,12th,Married-civ-spouse,?,Female,United-States,>50K
46,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
44,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
45,Private,Bachelors,Married-civ-spouse,Craft-repair,Male,United-States,>50K
50,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
55,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
55,?,Bachelors,Married-civ-spouse,?,Male,United-States,>50K
41,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
58,Private,Masters,Married-civ-spouse,Exec-managerial,Male,Greece,>50K
44,Self-emp-inc,Bachelors,Married-civ-spouse,Farming-fishing,Male,United-States,>50K
36,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Male,United-States,>50K
57,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
39,Private,Prof-school,Married-civ-spouse,Exec-managerial,Female,United-States,>50K
55,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
42,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
47,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
55,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
45,Private,Some-college,Married-civ-spouse,Sales,Male,United-States,>50K
32,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
58,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
31,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
55,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
52,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
28,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
55,Federal-gov,Prof-school,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
42,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
46,Private,Bachelors,Married-civ-spouse,Transport-moving,Male,United-States,>50K
40,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
45,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
51,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
42,Private,Masters,Married-civ-spouse,Sales,Male,?,>50K
48,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
53,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
46,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Male,United-States,>50K
41,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
42,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
47,Private,Masters,Married-civ-spouse,Exec-managerial,Male,?,>50K
51,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
38,Private,HS-grad,Married-civ-spouse,Exec-managerial,Female,United-States,>50K
52,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
50,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
45,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Male,United-States,>50K
55,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
54,Private,Some-college,Married-civ-spouse,Sales,Male,United-States,>50K
51,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
56,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
58,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Male,United-States,>50K
43,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
46,Private,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
55,Private,Prof-school,Married-civ-spouse,Transport-moving,Male,United-States,>50K
47,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
56,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
41,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
64,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Male,?,>50K
43,Private,Masters,Married-civ-spouse,Exec-managerial,Female,United-States,>50K
47,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
42,Private,Some-college,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
48,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
61,Private,Some-college,Married-civ-spouse,Adm-clerical,Female,United-States,>50K
60,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
28,Private,Bachelors,Married-civ-spouse,Sales,Female,United-States,>50K
54,Private,Assoc-voc,Married-civ-spouse,Protective-serv,Male,Jamaica,>50K
48,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
31,Private,HS-grad,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
42,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
41,Self-emp-not-inc,Prof-school,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
40,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,Germany,>50K
44,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
57,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
34,Private,Some-college,Married-civ-spouse,Craft-repair,Male,United-States,>50K
52,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,>50K
56,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
47,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
53,Private,HS-grad,Married-civ-spouse,Sales,Male,United-States,>50K
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
31,Private,Some-college,Married-civ-spouse,Sales,Male,United-States,>50K
47,Private,Bachelors,Married-civ-spouse,Craft-repair,Male,United-States,>50K
46,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
55,Private,Some-college,Married-civ-spouse,Craft-repair,Male,United-States,>50K
43,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
46,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
43,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
61,Private,Assoc-acdm,Married-civ-spouse,Sales,Male,United-States,>50K
55,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
39,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
54,Private,HS-grad,Married-civ-spouse,Sales,Male,United-States,>50K
62,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
51,Private,Doctorate,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
46,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Female,United-States,>50K
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
57,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
39,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Female,United-States,>50K
28,Private,Bachelors,Married-civ-spouse,Exec-managerial,Female,United-States,>50K
36,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
63,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
41,Private,Bachelors,Married-civ-spouse,Protective-serv,Male,United-States,>50K
56,Private,Assoc-voc,Married-civ-spouse,Sales,Male,United-States,>50K
51,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
45,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
43,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
41,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
30,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
42,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
46,State-gov,Prof-school,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
47,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
51,Federal-gov,Doctorate,Married-civ-spouse,Prof-specialty,Male,Vietnam,>50K
41,Private,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
37,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
52,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Female,United-States,>50K
45,Private,Doctorate,Widowed,Prof-specialty,Male,Iran,>50K
52,Private,Masters,Divorced,Prof-specialty,Male,United-States,>50K
39,Private,Masters,Divorced,Exec-managerial,Female,United-States,>50K
62,Private,Doctorate,Divorced,Prof-specialty,Male,United-States,>50K
38,Private,Bachelors,Divorced,Prof-specialty,Female,United-States,>50K
44,Private,HS-grad,Divorced,Craft-repair,Female,United-States,>50K
31,Private,Bachelors,Never-married,Exec-managerial,Female,United-States,>50K
31,Private,HS-grad,Never-married,Craft-repair,Male,United-States,>50K
45,Private,Masters,Divorced,Transport-moving,Male,United-States,>50K
37,Private,HS-grad,Divorced,Craft-repair,Male,United-States,>50K
53,Local-gov,Masters,Never-married,Exec-managerial,Female,United-States,>50K
23,Private,11th,Never-married,Craft-repair,Male,Vietnam,>50K
53,Private,Bachelors,Divorced,Prof-specialty,Male,United-States,>50K
43,Private,Bachelors,Divorced,Prof-specialty,Female,United-States,>50K
44,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Male,United-States,>50K
39,Private,HS-grad,Separated,Exec-managerial,Male,United-States,>50K
55,Private,Some-college,Divorced,Exec-managerial,Male,United-States,>50K
35,Private,Assoc-acdm,Never-married,Adm-clerical,Female,United-States,>50K
41,State-gov,HS-grad,Never-married,Transport-moving,Female,United-States,>50K
35,Private,Assoc-voc,Never-married,Adm-clerical,Female,United-States,>50K
38,Private,Assoc-voc,Divorced,Prof-specialty,Female,United-States,>50K
29,Private,Bachelors,Never-married,Prof-specialty,Female,United-States,>50K
22,Private,Bachelors,Never-married,Prof-specialty,Female,United-States,>50K
54,Private,10th,Divorced,Prof-specialty,Male,United-States,>50K
36,Private,Assoc-acdm,Never-married,Tech-support,Male,England,>50K
58,Private,HS-grad,Divorced,Craft-repair,Male,United-States,>50K
24,Local-gov,Some-college,Never-married,Tech-support,Male,United-States,>50K
52,Private,HS-grad,Divorced,Machine-op-inspct,Male,United-States,>50K
29,Private,Bachelors,Never-married,Prof-specialty,Female,United-States,>50K
29,Private,Assoc-voc,Divorced,Tech-support,Male,United-States,>50K
44,Private,Some-college,Divorced,Adm-clerical,Male,United-States,>50K
31,Private,Masters,Never-married,Prof-specialty,Female,United-States,>50K
40,Federal-gov,Masters,Never-married,Exec-managerial,Female,United-States,>50K
42,Private,Masters,Never-married,Exec-managerial,Female,United-States,>50K
44,Private,Prof-school,Never-married,Prof-specialty,Male,United-States,>50K
55,Private,Bachelors,Separated,Exec-managerial,Male,United-States,>50K
30,Local-gov,Bachelors,Never-married,Prof-specialty,Male,?,>50K
52,Private,Some-college,Married-spouse-absent,Adm-clerical,Female,United-States,>50K
36,Private,Bachelors,Divorced,Prof-specialty,Male,United-States,>50K
42,Federal-gov,Masters,Never-married,Exec-managerial,Female,United-States,>50K
31,Private,Prof-school,Divorced,Prof-specialty,Male,United-States,>50K
51,Private,Bachelors,Divorced,Exec-managerial,Male,United-States,>50K
58,Private,Bachelors,Divorced,Adm-clerical,Female,United-States,>50K
28,Private,HS-grad,Divorced,Sales,Male,United-States,>50K
56,Private,Bachelors,Never-married,Exec-managerial,Male,United-States,>50K
48,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,Male,United-States,>50K
37,Private,HS-grad,Never-married,Tech-support,Female,United-States,>50K
36,Private,Masters,Never-married,Exec-managerial,Female,United-States,>50K
37,Self-emp-not-inc,Doctorate,Never-married,Prof-specialty,Male,United-States,>50K
54,Private,Bachelors,Never-married,Adm-clerical,Female,United-States,>50K
40,Private,Prof-school,Never-married,Prof-specialty,Female,United-States,>50K
34,Private,HS-grad,Never-married,Tech-support,Male,China,>50K
55,Private,Some-college,Separated,Sales,Male,United-States,>50K
31,Private,Bachelors,Never-married,Exec-managerial,Male,United-States,>50K
